店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category
もつ鍋 やじろべえ飯塚店,柏の森,paper,もつ鍋 やじろべえ 飯塚店,〒820-0011 福岡県飯塚市柏の森５１６−２,33.6402209,130.6988621,バー
AVENUE,菰田西,paper,菰田西,〒820-0017 福岡県飯塚市菰田西,33.6325406,130.688601,political
一膳,新飯塚,paper,居酒屋 一膳（いちぜん）,〒820-0005 福岡県飯塚市新飯塚７−２５,33.6428357,130.693339,飲食店
渡邊硝子建材,徳前,paper,（株）渡辺硝子建材,〒820-0033 福岡県飯塚市徳前３６−４,33.6314841,130.6822274,店舗
ゆめマート花瀬,花瀬,paper,ゆめマート 花瀬,〒820-0045 福岡県飯塚市花瀬１６８−２,33.6421063,130.6582171,飲食店
スナック・パンダ,飯塚,paper,パンダ,〒820-0041 福岡県飯塚市飯塚２−２７,33.6368395,130.6878752,飲食店
アントス（株）,上三緒,paper,アントス（株）,〒820-0013 福岡県飯塚市上三緒１７２−１,33.6213643,130.717443,その他
酒菜よし葉,柏の森,paper,酒菜 よし葉,〒820-0011 福岡県飯塚市柏の森６４９−３,33.6399199,130.6948172,飲食店
いいづかもけい,菰田西,paper,いいづかもけい,〒820-0017 福岡県飯塚市菰田西３丁目１８−１３,33.6368058,130.6899294,店舗
井上洋服店,新飯塚,paper,井上洋服店,〒820-0005 福岡県飯塚市新飯塚６−１６,33.643742,130.692848,衣料品店
アルゾ飯塚幸袋店,中,paper,アルゾ 飯塚幸袋店,〒820-0065 福岡県飯塚市中２２７−１,33.6665053,130.687537,飲食店
めん処大助 花瀬店,花瀬,paper,大助うどん 花瀬店,〒820-0045 福岡県飯塚市花瀬３−１,33.6408758,130.6656764,飲食店
パブ珈琲園,飯塚,paper,パブコーヒーエン,〒820-0041 福岡県飯塚市飯塚１２−２５,33.6370594,130.6851853,カフェ
佐藤商店,上三緒,paper,（有）佐藤商店,〒820-0013 福岡県飯塚市上三緒１−４５,33.61779180000001,130.7181337,生活雑貨
カラオケ＆カフェ ＲＥＶＯ,柏の森,paper,KARAOKE & CAFE REVO,〒820-0011 福岡県飯塚市柏の森56番１１,33.6437208,130.7036848,その他
石井商会,菰田西,paper,合資会社 石井商会,〒820-0017 福岡県飯塚市菰田西１丁目４−２８,33.6269369,130.6876881,その他
揚げ処えびるす,新飯塚,paper,揚げ処 えびるす,〒820-0005 福岡県飯塚市新飯塚１０−５,33.64336249999999,130.6926906,飲食店
アロマ クローバー,中,paper,アロマクローバー,〒820-0065 福岡県飯塚市中１８２−３,33.6667105,130.6888895,健康・医療
居酒屋味坊,東徳前,paper,味坊,〒820-0032 福岡県飯塚市東徳前２０−３０ 金澤ビル,33.635992,130.679265,飲食店
フジイ進物店,飯塚,paper,（株）フジイ進物店,〒820-0041 福岡県飯塚市飯塚１１−２６,33.6367052,130.6861046,店舗
しらゆり会館飯塚・上三緒会場,上三緒,paper,しらゆり会館上三緒斎場,〒820-0013 福岡県飯塚市上三緒８７１−９,33.6249639,130.7034243,葬儀場
ワイズキッチン,柏の森,paper,Ｙ’ｓキッチン,〒820-0011 福岡県飯塚市柏の森５３２−３,33.6410116,130.698431,飲食店
井筒屋飯塚ショップ,菰田西,paper,井筒屋 飯塚ショップ,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6326269,130.6852821,店舗
久里屋,新飯塚,paper,久里屋,〒820-0005 福岡県飯塚市新飯塚１９−３０,33.6442742,130.6911679,飲食店
内山刃物,中,paper,内山刃物,〒820-0065 福岡県飯塚市中４８４−２,33.6652722,130.6844996,店舗
居酒屋二代目きんぐ,東徳前,paper,居酒屋きんぐ,〒820-0032 福岡県飯塚市東徳前９−６,33.6349536,130.6818628,飲食店
Cut in Murashi,飯塚,paper,カットインムラシ美容室,〒820-0041 福岡県飯塚市飯塚４−１９ アークスビル,33.6373578,130.6865328,美容室
スーパーセンタートライアル上三緒店,上三緒,paper,スーパーセンタートライアル上三緒店,〒820-0013 福岡県飯塚市上三緒１−７,33.6207046,130.7192382,ドラッグストア
タイヤガーデンBーWAVE,川島,paper,タイヤガーデン B-WAVE店,〒820-0002 福岡県飯塚市川島２３１−６,33.6581296,130.6938437,自動車修理
江藤時計店本店,菰田西,paper,江藤時計店本店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚店 2F,33.6325401,130.6852928,健康・医療
けいこ美容室,新飯塚,paper,けいこ美容室,〒820-0005 福岡県飯塚市新飯塚８−８,33.6425823,130.693138,美容室
Cafe Rocco,中,paper,Cafe ROCCO（カフェ・ロッコ）,〒820-0065 福岡県飯塚市中４３１−１,33.6648264,130.6857647,カフェ
煮込み食堂 煮こ屋,東徳前,paper,にこみ食堂 煮こ屋,〒820-0032 福岡県飯塚市東徳前２０−３０ 金澤ビル,33.6359796,130.6791122,飲食店
元野木書店,飯塚,paper,（株）元野木書店,〒820-0041 福岡県飯塚市飯塚１８−３,33.6369614,130.6846128,書店
ふらんす料理 平野,上三緒,paper,ふらんす料理 平野,〒820-0013 福岡県飯塚市上三緒４４３−１４６,33.6279227,130.7157935,飲食店
グッデイ飯塚店,川島,paper,ホームセンターグッデイ 飯塚店,〒820-0002 福岡県飯塚市川島６９６,33.6537049,130.6880463,衣料品店
リフォームおはりばこ,菰田西,paper,おはりばこ,〒820-0017 福岡県飯塚市菰田西３丁目２−３,33.6314759,130.6887935,その他
五龍酒店,新飯塚,paper,五龍酒店,〒820-0005 福岡県飯塚市新飯塚１１−３,33.6439904,130.6923309,店舗
カラオケリズミカル サンタス飯塚店,中,paper,カラオケリズミカル 飯塚サンタス店,〒820-0065 福岡県飯塚市中３３０−１,33.6675669,130.6833256,その他
松本刃物店,東徳前,paper,松本刃物 徳前店,〒820-0032 福岡県飯塚市東徳前７−２６,33.6366468,130.6822428,店舗
たい焼山口屋,飯塚,paper,たい焼き 山口屋,〒820-0041 福岡県飯塚市飯塚１８−１８,33.6368674,130.6847075,飲食店
パンとお菓子の店Fille de ble’,上三緒,paper,パンとお菓子の店Fille de ble´（ﾌｨｰﾕﾄﾞﾌﾞﾚ）,〒820-0013 福岡県飯塚市上三緒445番地4,33.6255108,130.7152129,ベーカリー
中嶋プロパン瓦斯,川島,paper,中嶋プロパン瓦斯(株),〒820-0002 福岡県飯塚市川島７００−１,33.6544142,130.6884179,その他
KAIKA ゆめタウン飯塚店,菰田西,paper,KAIKA ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 1F,33.6322519,130.6855079,花屋
居酒屋佐助,新飯塚,paper,居酒屋 佐助 ※喫煙可,〒820-0005 福岡県飯塚市新飯塚４−１２,33.645046,130.6925297,飲食店
Ｃ．Ｃ．ＳＥＴＯ,中,paper,C.C.SETO,〒820-0065 福岡県飯塚市中１０８４,33.6704864,130.6791806,店舗
レディバード,東徳前,paper,軽食・喫茶 レディバード,〒820-0032 福岡県飯塚市東徳前９−２２,33.6349153,130.6816856,カフェ
矢野鮮魚店,飯塚,paper,矢野鮮魚店,〒820-0041 福岡県飯塚市飯塚１２−２４,33.6370761,130.6850659,飲食店
ミスタータイヤマンパドック飯塚,上三緒,paper,ミスタータイヤマン パドック飯塚,〒820-0013 福岡県飯塚市上三緒１−６３,33.6188732,130.7195038,自動車修理
arukーある暮らしー,川津,paper,aruk cafe（アルクカフェ),〒820-0067 福岡県飯塚市川津２７１−２,33.6505855,130.6790493,カフェ
からあげ大将飯塚本店,菰田西,paper,からあげ大将 飯塚本店,〒820-0017 福岡県飯塚市菰田西２丁目４−１２,33.6296117,130.6874458,飲食店
佐藤コンタクトレンズセンター,新飯塚,paper,佐藤眼科医院,〒820-0005 福岡県飯塚市新飯塚６−２１,33.6438204,130.6929881,医療機関
ステーキビストロWaltz,中,paper,ステーキビストロ Waltz（ワルツ）,〒820-0065 福岡県飯塚市中１７７−１,33.6663303,130.6881732,飲食店
アベタ・ソレイユ/ヴァーグ,本町,paper,アベタ本町店,〒820-0042 福岡県飯塚市本町２−１９,33.6399015,130.6862332,衣料品店
ユゲデンキ,飯塚,paper,ユゲデンキ（株） サウンズライフユゲ別館,〒820-0041 福岡県飯塚市飯塚１２−１１,33.6370585,130.6857286,電器店
もりまさ薬局,上三緒,paper,もりまさ薬局,〒820-0013 福岡県飯塚市上三緒１７７−２２,33.6224288,130.7165619,健康・医療
アールテックシステム株式会社,川津,paper,アールテックシステム株式会社,〒820-0067 福岡県飯塚市川津３６９−４,33.64772,130.6781475,建設・工事
ニュウファッション神戸,菰田西,paper,ニュウファッション神戸,〒820-0017 福岡県飯塚市菰田西３丁目８−９,33.63229,130.6871458,衣料品店
おでん炭火焼眞次郎,新飯塚,paper,炭火焼・おでん 眞次郎,〒820-0005 福岡県飯塚市新飯塚１４−２,33.6439151,130.6918366,飲食店
ツルハドラッグ 中店,中,paper,ツルハドラッグ 中店,〒820-0065 福岡県飯塚市中４１９−１,33.6648468,130.6868689,ドラッグストア
炭火焼鳥あらた,本町,paper,炭火焼鳥 あらた arata,〒820-0042 福岡県飯塚市本町５−１４,33.6387703,130.6865518,バー
リコグリル,飯塚,paper,リコグリル,〒820-0041 福岡県飯塚市飯塚１１−２３,33.636773,130.685873,バー
居酒屋落花生,上三緒,paper,落花生,〒820-0013 福岡県飯塚市上三緒４４５−１７,33.6256907,130.7154942,飲食店
アンコルド パン,川津,paper,パン工房 Encore du Pain（アンコル・ド・パン）,〒820-0067 福岡県飯塚市川津１９４−２,33.6530483,130.6798853,ベーカリー
合屋電器店,菰田西,paper,Panasonic shop 合屋電器店,〒820-0017 福岡県飯塚市菰田西２丁目４−９,33.6293463,130.6874644,生活雑貨
シャンソン化粧品ＣＥサロン ’elua,新飯塚,paper,シャンソン化粧品ＣＥサロン'elua(エルア),〒820-0005 福岡県飯塚市新飯塚１７−１３,33.6433451,130.6908943,美容室
にこにこ亭,中,paper,ほかほか弁当 にこにこ亭 幸袋店,〒820-0065 福岡県飯塚市中４３１−６,33.6647112,130.6860407,飲食店
いいづか補聴器,本町,paper,いいづか補聴器,〒820-0042 福岡県飯塚市本町１７−４３,33.6401116,130.6833862,健康・医療
若鳥,飯塚,paper,若鳥,〒820-0041 福岡県飯塚市飯塚２−２４,33.6365385,130.6878898,飲食店
おしゃれハウスアモ,柏の森,paper,おしゃれハウス アモ,〒820-0011 福岡県飯塚市柏の森５１６−１,33.640041,130.698712,美容室
アキモト酸素,川津,paper,(有)アキモト酸素,〒820-0062 福岡県飯塚市目尾５１５−８４,33.6804986,130.6949147,その他
サーティワンアイスクリーム ゆめタウン飯塚店,菰田西,paper,サーティワンアイスクリーム ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.632598,130.685579,ベーカリー
ジンギスバル滝川本店,新飯塚,paper,ジンギスバル 滝川本店 黒千代香,〒820-0005 福岡県飯塚市新飯塚１４−６,33.6438486,130.6915073,飲食店
ふくまＤＥＮＫＩ,中,paper,Panasonic shop 福島電機,〒820-0005 福岡県飯塚市新飯塚２３−２３,33.6432542,130.6891245,生活雑貨
ヴィタリコ飯塚店,本町,paper,ヴィタリコ飯塚店,〒820-0042 福岡県飯塚市本町７−２４,33.640133,130.6847816,衣料品店
にじいろ整体セラピー,飯塚,paper,にじいろ整体セラピー,〒820-0041 福岡県飯塚市飯塚１８−３ 元野木書店ビル 1Ｆ,33.6369614,130.6846128,その他
くいもん家あじと,柏の森,paper,くいもん家 あじと,〒820-0011 福岡県飯塚市柏の森６４９−３,33.639929,130.694893,飲食店
メガネのアイ・ルック,川津,paper,メガネのアイ・ルック,〒820-0067 福岡県飯塚市川津４０９−２ コスモ8,33.647985,130.674524,健康・医療
庄屋ゆめタウン飯塚店,菰田西,paper,庄屋 ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 2F,33.6325403,130.6852944,飲食店
スイフンガ,新飯塚,paper,中華飯店 浽芬河(すいふんが),〒820-0005 福岡県飯塚市新飯塚１９−３０,33.6443968,130.6910567,飲食店
ふらってぃーのドッグカフェ,中,paper,ふらってぃールーム,〒820-0065 福岡県飯塚市中３５３,33.6659423,130.6859521,宿泊施設
エム・ドリーム,本町,paper,エム·ドリーム,〒820-0042 福岡県飯塚市本町１４−５,33.6382297,130.6848365,衣料品店
倉重酒店ー酒を愉しみ食を喜ぶー,伊川,paper,倉重酒店 ー酒を愉しみ食を喜ぶー,〒820-0054 福岡県飯塚市伊川５３５−１７,33.6511709,130.6542629,店舗
麻生塾ボウル,柏の森,paper,麻生塾ボウル,〒820-0011 福岡県飯塚市柏の森６−１ 麻生塾ボウル １階,33.6448336,130.7092223,ボウリング
パティスリー エスポワール,川津,paper,Patisserie Espoir(パティスリーエスポワール),〒820-0067 福岡県飯塚市川津６３９−４,33.6525805,130.6794094,ベーカリー
手づくりパン工房スピカ,菰田西,paper,手づくりパン工房 スピカ,〒820-0017 福岡県飯塚市菰田西３丁目１−４,33.6317289,130.6890515,ベーカリー
セブンスポーツ,新飯塚,paper,セブンスポーツ,〒820-0005 福岡県飯塚市新飯塚２３−１７,33.6427913,130.6893133,店舗
フロム,中,paper,居酒屋 FROM（フロム）,〒820-0065 福岡県飯塚市中３３６−２,33.6666059,130.6833873,飲食店
おふくろ,本町,paper,おふくろ,〒820-0042 福岡県飯塚市本町６−６,33.6394103,130.686472,飲食店
木原コンタクト,伊岐須,paper,木原眼科医院,〒820-0053 福岡県飯塚市伊岐須２９８−６,33.652417,130.665148,医療機関
一八飯店,柏の森,paper,中華料理 一八飯店,〒820-0011 福岡県飯塚市柏の森９２,33.6389363,130.7061228,飲食店
オーラッキーズクラブ,川津,paper,【新車中古車販売】オーラッキーズクラブ,〒820-0067 福岡県飯塚市川津７３０,33.6543951,130.6830756,自動車修理
Zoff Marche ゆめタウン飯塚,菰田西,paper,Zoff Marche ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 2F,33.6325403,130.6852944,健康・医療
DartsBar333,新飯塚,paper,Darts Bar 333,〒820-0005 福岡県飯塚市新飯塚１３−２,33.6448251,130.6919031,バー
丸島園,中,paper,丸島園,〒820-0065 福岡県飯塚市中１０９３−１,33.6718337,130.6775354,飲食店
熾火ト酒,本町,paper,熾火ト酒,〒820-0042 福岡県飯塚市本町８−１７,33.639039,130.685579,飲食店
カーネル食堂,本町,paper,諸国めしや カーネル食堂,〒820-0042 福岡県飯塚市本町７−２８ ザ・ズームビル 2F,33.6404261,130.684789,飲食店
ＰＯＬＡアメリーズ店,横田,paper,POLA 飯塚店,〒820-0044 福岡県飯塚市横田５８５−１,33.6409837,130.6670755,美容室
ビップエコー飯塚店,秋松,paper,ビップエコー 飯塚店,〒820-0083 福岡県飯塚市秋松９６２−３,33.6236499,130.6716989,その他
癒心房,忠隈,paper,美味肉処 癒心房 ボタニカ,〒820-0071 福岡県飯塚市忠隈７１−４,33.6240504,130.6888121,飲食店
